date,blood_type,demand,hospital_license_number,notes
2024-12-26,O-,12,,Public holiday: Boxing Day
2024-12-26,A-,7,,Public holiday: Boxing Day
2024-12-26,B-,4,,Public holiday: Boxing Day
2024-12-26,AB+,5,,Public holiday: Boxing Day
2024-12-26,AB-,1,,Public holiday: Boxing Day
2024-12-27,O+,22,,
2024-12-27,A+,4,,
2024-12-27,B+,11,,
2024-12-27,O-,6,,
2024-12-27,A-,5,,
2024-12-27,B-,3,,
2024-12-27,AB+,3,,
2024-12-27,AB-,0,,
2024-12-28,O+,29,,
2024-12-28,A+,17,,
2024-12-28,B+,8,,
2024-12-28,O-,8,,
2024-12-28,A-,4,,
2024-12-28,B-,2,,
2024-12-28,AB+,3,,
2024-12-28,AB-,0,,
2024-12-29,O+,20,,
2024-12-29,A+,18,,
2024-12-29,B+,10,,
2024-12-29,O-,4,,
2024-12-29,A-,5,,
2024-12-29,B-,3,,
2024-12-29,AB+,1,,
2024-12-29,AB-,0,,
2024-12-30,O+,20,,
2024-12-30,A+,18,,
2024-12-30,B+,14,,
2024-12-30,O-,11,,
2024-12-30,A-,7,,
2024-12-30,B-,3,,
2024-12-30,AB+,3,,
2024-12-30,AB-,2,,
2024-12-31,O+,37,,
2024-12-31,A+,29,,
2024-12-31,B+,17,,
2024-12-31,O-,13,,
2024-12-31,A-,11,,
2024-12-31,B-,6,,
2024-12-31,AB+,4,,
2024-12-31,AB-,2,,
2025-01-01,O+,39,,Public holiday: New Year's Day
2025-01-01,A+,26,,Public holiday: New Year's Day
2025-01-01,B+,21,,Public holiday: New Year's Day
2025-01-01,O-,12,,Public holiday: New Year's Day
2025-01-01,A-,11,,Public holiday: New Year's Day
2025-01-01,B-,7,,Public holiday: New Year's Day
2025-01-01,AB+,6,,Public holiday: New Year's Day
2025-01-01,AB-,1,,Public holiday: New Year's Day
2025-01-02,O+,37,,
2025-01-02,A+,21,,
2025-01-02,B+,18,,
2025-01-02,O-,10,,
2025-01-02,A-,9,,
2025-01-02,B-,5,,
2025-01-02,AB+,5,,
2025-01-02,AB-,2,,
2025-01-03,O+,26,,
2025-01-03,A+,21,,
2025-01-03,B+,15,,
2025-01-03,O-,7,,
2025-01-03,A-,7,,
2025-01-03,B-,4,,
2025-01-03,AB+,4,,
2025-01-03,AB-,3,,
2025-01-04,O+,17,,
2025-01-04,A+,9,,
2025-01-04,B+,10,,
2025-01-04,O-,6,,
2025-01-04,A-,4,,
2025-01-04,B-,3,,
2025-01-04,AB+,2,,
2025-01-04,AB-,2,,
2025-01-05,O+,27,,
2025-01-05,A+,22,,
2025-01-05,B+,15,,
2025-01-05,O-,6,,
2025-01-05,A-,3,,
2025-01-05,B-,6,,
2025-01-05,AB+,3,,
2025-01-05,AB-,1,,
2025-01-06,O+,22,,
2025-01-06,A+,19,,
2025-01-06,B+,15,,
2025-01-06,O-,9,,
2025-01-06,A-,5,,
2025-01-06,B-,4,,
2025-01-06,AB+,5,,
2025-01-06,AB-,2,,
2025-01-07,O+,38,,
2025-01-07,A+,38,,
2025-01-07,B+,20,,
2025-01-07,O-,14,,
2025-01-07,A-,10,,
2025-01-07,B-,7,,
2025-01-07,AB+,3,,
2025-01-07,AB-,0,,
2025-01-08,O+,36,,
2025-01-08,A+,32,,
2025-01-08,B+,18,,
2025-01-08,O-,13,,
2025-01-08,A-,9,,
2025-01-08,B-,7,,
2025-01-08,AB+,6,,
2025-01-08,AB-,2,,
2025-01-09,O+,32,,
2025-01-09,A+,18,,
2025-01-09,B+,18,,
2025-01-09,O-,10,,
2025-01-09,A-,7,,
2025-01-09,B-,6,,
2025-01-09,AB+,5,,
2025-01-09,AB-,2,,
2025-01-10,O+,29,,
2025-01-10,A+,17,,
2025-01-10,B+,12,,
2025-01-10,O-,7,,
2025-01-10,A-,8,,
2025-01-10,B-,5,,
2025-01-10,AB+,3,,
2025-01-10,AB-,2,,
2025-01-11,O+,22,,
2025-01-11,A+,16,,
2025-01-11,B+,11,,
2025-01-11,O-,8,,
2025-01-11,A-,5,,
2025-01-11,B-,2,,
2025-01-11,AB+,3,,
2025-01-11,AB-,1,,
2025-01-12,O+,17,,
2025-01-12,A+,15,,
2025-01-12,B+,10,,
2025-01-12,O-,7,,
2025-01-12,A-,6,,
2025-01-12,B-,3,,
2025-01-12,AB+,3,,
2025-01-12,AB-,0,,
2025-01-13,O+,30,,
2025-01-13,A+,23,,
2025-01-13,B+,14,,
2025-01-13,O-,11,,
2025-01-13,A-,6,,
2025-01-13,B-,3,,
2025-01-13,AB+,3,,
2025-01-13,AB-,2,,
2025-01-14,O+,33,,
2025-01-14,A+,27,,
2025-01-14,B+,12,,
2025-01-14,O-,9,,
2025-01-14,A-,8,,
2025-01-14,B-,6,,
2025-01-14,AB+,3,,
2025-01-14,AB-,2,,
2025-01-15,O+,30,,
2025-01-15,A+,23,,
2025-01-15,B+,16,,
2025-01-15,O-,11,,
2025-01-15,A-,8,,
2025-01-15,B-,6,,
2025-01-15,AB+,6,,
2025-01-15,AB-,2,,
2025-01-16,O+,27,,
2025-01-16,A+,25,,
2025-01-16,B+,11,,
2025-01-16,O-,9,,
2025-01-16,A-,8,,
2025-01-16,B-,5,,
2025-01-16,AB+,4,,
2025-01-16,AB-,3,,
2025-01-17,O+,18,,
2025-01-17,A+,19,,
2025-01-17,B+,10,,
2025-01-17,O-,8,,
2025-01-17,A-,5,,
2025-01-17,B-,4,,
2025-01-17,AB+,4,,
2025-01-17,AB-,1,,
2025-01-18,O+,16,,
2025-01-18,A+,12,,
2025-01-18,B+,7,,
2025-01-18,O-,7,,
2025-01-18,A-,5,,
2025-01-18,B-,2,,
2025-01-18,AB+,0,,
2025-01-18,AB-,0,,
2025-01-19,O+,19,,
2025-01-19,A+,11,,
2025-01-19,B+,4,,
2025-01-19,O-,5,,
2025-01-19,A-,2,,
2025-01-19,B-,3,,
2025-01-19,AB+,2,,
2025-01-19,AB-,1,,
2025-01-20,O+,27,,
2025-01-20,A+,15,,
2025-01-20,B+,6,,
2025-01-20,O-,7,,
2025-01-20,A-,6,,
2025-01-20,B-,2,,
2025-01-20,AB+,2,,
2025-01-20,AB-,1,,
2025-01-21,O+,27,,
2025-01-21,A+,19,,
2025-01-21,B+,18,,
2025-01-21,O-,8,,
2025-01-21,A-,7,,
2025-01-21,B-,4,,
2025-01-21,AB+,1,,
2025-01-21,AB-,2,,
2025-01-22,O+,15,,
2025-01-22,A+,26,,
2025-01-22,B+,11,,
2025-01-22,O-,7,,
2025-01-22,A-,6,,
2025-01-22,B-,7,,
2025-01-22,AB+,4,,
2025-01-22,AB-,1,,
2025-01-23,O+,21,,
2025-01-23,A+,21,,
2025-01-23,B+,11,,
2025-01-23,O-,9,,
2025-01-23,A-,4,,
2025-01-23,B-,4,,
2025-01-23,AB+,3,,
2025-01-23,AB-,0,,
2025-01-24,O+,14,,
2025-01-24,A+,14,,
2025-01-24,B+,8,,
2025-01-24,O-,6,,
2025-01-24,A-,3,,
2025-01-24,B-,2,,
2025-01-24,AB+,4,,
2025-01-24,AB-,0,,
2025-01-25,O+,14,,
2025-01-25,A+,12,,
2025-01-25,B+,7,,
2025-01-25,O-,6,,
2025-01-25,A-,3,,
2025-01-25,B-,3,,
2025-01-25,AB+,1,,
2025-01-25,AB-,1,,
2025-01-26,O+,16,,
2025-01-26,A+,13,,
2025-01-26,B+,8,,
2025-01-26,O-,6,,
2025-01-26,A-,3,,
2025-01-26,B-,2,,
2025-01-26,AB+,4,,
2025-01-26,AB-,1,,
2025-01-27,O+,21,,
2025-01-27,A+,20,,
2025-01-27,B+,11,,
2025-01-27,O-,4,,
2025-01-27,A-,6,,
2025-01-27,B-,4,,
2025-01-27,AB+,3,,
2025-01-27,AB-,0,,
2025-01-28,O+,28,,
2025-01-28,A+,27,,
2025-01-28,B+,14,,
2025-01-28,O-,9,,
2025-01-28,A-,7,,
2025-01-28,B-,4,,
2025-01-28,AB+,5,,
2025-01-28,AB-,1,,
2025-01-29,O+,33,,
2025-01-29,A+,23,,
2025-01-29,B+,13,,
2025-01-29,O-,11,,
2025-01-29,A-,8,,
2025-01-29,B-,6,,
2025-01-29,AB+,5,,
2025-01-29,AB-,0,,
2025-01-30,O+,29,,
2025-01-30,A+,17,,
2025-01-30,B+,15,,
2025-01-30,O-,8,,
2025-01-30,A-,7,,
2025-01-30,B-,5,,
2025-01-30,AB+,3,,
2025-01-30,AB-,1,,
2025-01-31,O+,28,,
2025-01-31,A+,13,,
2025-01-31,B+,12,,
2025-01-31,O-,8,,
2025-01-31,A-,6,,
2025-01-31,B-,2,,
2025-01-31,AB+,3,,
2025-01-31,AB-,2,,
2025-02-01,O+,25,,
2025-02-01,A+,13,,
2025-02-01,B+,9,,
2025-02-01,O-,8,,
2025-02-01,A-,3,,
2025-02-01,B-,3,,
2025-02-01,AB+,2,,
2025-02-01,AB-,1,,
2025-02-02,O+,18,,
2025-02-02,A+,20,,
2025-02-02,B+,12,,
2025-02-02,O-,9,,
2025-02-02,A-,4,,
2025-02-02,B-,3,,
2025-02-02,AB+,4,,
2025-02-02,AB-,3,,
2025-02-03,O+,29,,
2025-02-03,A+,18,,
2025-02-03,B+,13,,
2025-02-03,O-,10,,
2025-02-03,A-,8,,
2025-02-03,B-,6,,
2025-02-03,AB+,5,,
2025-02-03,AB-,1,,
2025-02-04,O+,33,,
2025-02-04,A+,25,,
2025-02-04,B+,17,,
2025-02-04,O-,13,,
2025-02-04,A-,10,,
2025-02-04,B-,6,,
2025-02-04,AB+,4,,
2025-02-04,AB-,1,,
2025-02-05,O+,44,,
2025-02-05,A+,29,,
2025-02-05,B+,19,,
2025-02-05,O-,12,,
2025-02-05,A-,9,,
2025-02-05,B-,8,,
2025-02-05,AB+,4,,
2025-02-05,AB-,4,,
2025-02-06,O+,32,,
2025-02-06,A+,25,,
2025-02-06,B+,15,,
2025-02-06,O-,12,,
2025-02-06,A-,8,,
2025-02-06,B-,7,,
2025-02-06,AB+,3,,
2025-02-06,AB-,0,,
2025-02-07,O+,25,,
2025-02-07,A+,22,,
2025-02-07,B+,10,,
2025-02-07,O-,8,,
2025-02-07,A-,7,,
2025-02-07,B-,3,,
2025-02-07,AB+,2,,
2025-02-07,AB-,0,,
2025-02-08,O+,21,,
2025-02-08,A+,19,,
2025-02-08,B+,16,,
2025-02-08,O-,8,,
2025-02-08,A-,4,,
2025-02-08,B-,2,,
2025-02-08,AB+,3,,
2025-02-08,AB-,2,,
2025-02-09,O+,26,,
2025-02-09,A+,17,,
2025-02-09,B+,13,,
2025-02-09,O-,9,,
2025-02-09,A-,7,,
2025-02-09,B-,3,,
2025-02-09,AB+,3,,
2025-02-09,AB-,0,,
2025-02-10,O+,34,,Malaria season demand rise
2025-02-10,A+,26,,Malaria season demand rise
2025-02-10,B+,17,,Malaria season demand rise
2025-02-10,O-,10,,Malaria season demand rise
2025-02-10,A-,10,,Malaria season demand rise
2025-02-10,B-,6,,Malaria season demand rise
2025-02-10,AB+,4,,Malaria season demand rise
2025-02-10,AB-,2,,Malaria season demand rise
2025-02-11,O+,43,,
2025-02-11,A+,31,,
2025-02-11,B+,17,,
2025-02-11,O-,11,,
2025-02-11,A-,9,,
2025-02-11,B-,5,,
2025-02-11,AB+,3,,
2025-02-11,AB-,1,,
2025-02-12,O+,43,,
2025-02-12,A+,28,,
2025-02-12,B+,14,,
2025-02-12,O-,12,,
2025-02-12,A-,10,,
2025-02-12,B-,4,,
2025-02-12,AB+,5,,
2025-02-12,AB-,2,,
2025-02-13,O+,34,,
2025-02-13,A+,28,,
2025-02-13,B+,17,,
2025-02-13,O-,8,,
2025-02-13,A-,8,,
2025-02-13,B-,7,,
2025-02-13,AB+,4,,
2025-02-13,AB-,2,,
2025-02-14,O+,20,,
2025-02-14,A+,23,,
2025-02-14,B+,10,,
2025-02-14,O-,10,,
2025-02-14,A-,5,,
2025-02-14,B-,5,,
2025-02-14,AB+,2,,
2025-02-14,AB-,3,,
2025-02-15,O+,11,,
2025-02-15,A+,16,,
2025-02-15,B+,5,,
2025-02-15,O-,4,,
2025-02-15,A-,6,,
2025-02-15,B-,4,,
2025-02-15,AB+,0,,
2025-02-15,AB-,1,,
2025-02-16,O+,17,,
2025-02-16,A+,18,,
2025-02-16,B+,13,,
2025-02-16,O-,7,,
2025-02-16,A-,5,,
2025-02-16,B-,4,,
2025-02-16,AB+,1,,
2025-02-16,AB-,1,,
2025-02-17,O+,28,,
2025-02-17,A+,18,,
2025-02-17,B+,11,,
2025-02-17,O-,10,,
2025-02-17,A-,6,,
2025-02-17,B-,3,,
2025-02-17,AB+,3,,
2025-02-17,AB-,1,,
2025-02-18,O+,29,,
2025-02-18,A+,23,,
2025-02-18,B+,14,,
2025-02-18,O-,12,,
2025-02-18,A-,8,,
2025-02-18,B-,6,,
2025-02-18,AB+,2,,
2025-02-18,AB-,1,,
2025-02-19,O+,35,,
2025-02-19,A+,26,,
2025-02-19,B+,13,,
2025-02-19,O-,9,,
2025-02-19,A-,8,,
2025-02-19,B-,5,,
2025-02-19,AB+,4,,
2025-02-19,AB-,1,,
2025-02-20,O+,25,,
2025-02-20,A+,21,,
2025-02-20,B+,11,,
2025-02-20,O-,10,,
2025-02-20,A-,7,,
2025-02-20,B-,5,,
2025-02-20,AB+,3,,
2025-02-20,AB-,0,,
2025-02-21,O+,18,,
2025-02-21,A+,13,,
2025-02-21,B+,11,,
2025-02-21,O-,7,,
2025-02-21,A-,4,,
2025-02-21,B-,3,,
2025-02-21,AB+,3,,
2025-02-21,AB-,0,,
2025-02-22,O+,14,,
2025-02-22,A+,17,,
2025-02-22,B+,6,,
2025-02-22,O-,4,,
2025-02-22,A-,6,,
2025-02-22,B-,0,,
2025-02-22,AB+,1,,
2025-02-22,AB-,2,,
2025-02-23,O+,15,,
2025-02-23,A+,15,,
2025-02-23,B+,12,,
2025-02-23,O-,4,,
2025-02-23,A-,3,,
2025-02-23,B-,3,,
2025-02-23,AB+,2,,
2025-02-23,AB-,0,,
2025-02-24,O+,21,,
2025-02-24,A+,13,,
2025-02-24,B+,11,,
2025-02-24,O-,8,,
2025-02-24,A-,5,,
2025-02-24,B-,3,,
2025-02-24,AB+,3,,
2025-02-24,AB-,0,,
2025-02-25,O+,26,,
2025-02-25,A+,22,,
2025-02-25,B+,16,,
2025-02-25,O-,9,,
2025-02-25,A-,6,,
2025-02-25,B-,4,,
2025-02-25,AB+,3,,
2025-02-25,AB-,0,,
2025-02-26,O+,26,,
2025-02-26,A+,26,,
2025-02-26,B+,13,,
2025-02-26,O-,10,,
2025-02-26,A-,7,,
2025-02-26,B-,3,,
2025-02-26,AB+,3,,
2025-02-26,AB-,3,,
2025-02-27,O+,25,,
2025-02-27,A+,19,,
2025-02-27,B+,12,,
2025-02-27,O-,8,,
2025-02-27,A-,7,,
2025-02-27,B-,4,,
2025-02-27,AB+,3,,
2025-02-27,AB-,1,,
2025-02-28,O+,23,,
2025-02-28,A+,18,,
2025-02-28,B+,11,,
2025-02-28,O-,8,,
2025-02-28,A-,5,,
2025-02-28,B-,5,,
2025-02-28,AB+,3,,
2025-02-28,AB-,2,,
2025-03-01,O+,19,,
2025-03-01,A+,17,,
2025-03-01,B+,8,,
2025-03-01,O-,6,,
2025-03-01,A-,6,,
2025-03-01,B-,3,,
2025-03-01,AB+,4,,
2025-03-01,AB-,1,,
2025-03-02,O+,28,,
2025-03-02,A+,14,,
2025-03-02,B+,10,,
2025-03-02,O-,6,,
2025-03-02,A-,6,,
2025-03-02,B-,4,,
2025-03-02,AB+,3,,
2025-03-02,AB-,0,,
2025-03-03,O+,29,,
2025-03-03,A+,26,,
2025-03-03,B+,16,,
2025-03-03,O-,9,,
2025-03-03,A-,7,,
2025-03-03,B-,5,,
2025-03-03,AB+,4,,
2025-03-03,AB-,1,,
2025-03-04,O+,36,,
2025-03-04,A+,35,,
2025-03-04,B+,17,,
2025-03-04,O-,14,,
2025-03-04,A-,10,,
2025-03-04,B-,7,,
2025-03-04,AB+,6,,
2025-03-04,AB-,2,,
2025-03-05,O+,39,,
2025-03-05,A+,30,,
2025-03-05,B+,18,,
2025-03-05,O-,14,,
2025-03-05,A-,8,,
2025-03-05,B-,5,,
2025-03-05,AB+,6,,
2025-03-05,AB-,3,,
2025-03-06,O+,37,,
2025-03-06,A+,31,,
2025-03-06,B+,18,,
2025-03-06,O-,11,,
2025-03-06,A-,7,,
2025-03-06,B-,7,,
2025-03-06,AB+,5,,
2025-03-06,AB-,0,,
2025-03-07,O+,28,,
2025-03-07,A+,20,,
2025-03-07,B+,13,,
2025-03-07,O-,8,,
2025-03-07,A-,7,,
2025-03-07,B-,4,,
2025-03-07,AB+,2,,
2025-03-07,AB-,2,,
2025-03-08,O+,24,,
2025-03-08,A+,13,,
2025-03-08,B+,12,,
2025-03-08,O-,8,,
2025-03-08,A-,5,,
2025-03-08,B-,4,,
2025-03-08,AB+,2,,
2025-03-08,AB-,0,,
2025-03-09,O+,26,,
2025-03-09,A+,19,,
2025-03-09,B+,12,,
2025-03-09,O-,7,,
2025-03-09,A-,6,,
2025-03-09,B-,4,,
2025-03-09,AB+,3,,
2025-03-09,AB-,2,,
2025-03-10,O+,33,,
2025-03-10,A+,23,,
2025-03-10,B+,17,,
2025-03-10,O-,9,,
2025-03-10,A-,6,,
2025-03-10,B-,4,,
2025-03-10,AB+,4,,
2025-03-10,AB-,1,,
2025-03-11,O+,40,,Public holiday: Moshoeshoe's Day
2025-03-11,A+,36,,Public holiday: Moshoeshoe's Day
2025-03-11,B+,24,,Public holiday: Moshoeshoe's Day
2025-03-11,O-,16,,Public holiday: Moshoeshoe's Day
2025-03-11,A-,11,,Public holiday: Moshoeshoe's Day
2025-03-11,B-,8,,Public holiday: Moshoeshoe's Day
2025-03-11,AB+,5,,Public holiday: Moshoeshoe's Day
2025-03-11,AB-,1,,Public holiday: Moshoeshoe's Day
2025-03-12,O+,44,,
2025-03-12,A+,30,,
2025-03-12,B+,21,,
2025-03-12,O-,13,,
2025-03-12,A-,10,,
2025-03-12,B-,6,,
2025-03-12,AB+,6,,
2025-03-12,AB-,0,,
2025-03-13,O+,34,,
2025-03-13,A+,25,,
2025-03-13,B+,14,,
2025-03-13,O-,11,,
2025-03-13,A-,8,,
2025-03-13,B-,5,,
2025-03-13,AB+,4,,
2025-03-13,AB-,3,,
2025-03-14,O+,22,,
2025-03-14,A+,21,,
2025-03-14,B+,8,,
2025-03-14,O-,8,,
2025-03-14,A-,4,,
2025-03-14,B-,5,,
2025-03-14,AB+,2,,
2025-03-14,AB-,1,,
2025-03-15,O+,13,,
2025-03-15,A+,15,,
2025-03-15,B+,11,,
2025-03-15,O-,7,,
2025-03-15,A-,5,,
2025-03-15,B-,3,,
2025-03-15,AB+,3,,
2025-03-15,AB-,2,,
2025-03-16,O+,18,,
2025-03-16,A+,14,,
2025-03-16,B+,8,,
2025-03-16,O-,6,,
2025-03-16,A-,4,,
2025-03-16,B-,1,,
2025-03-16,AB+,2,,
2025-03-16,AB-,1,,
2025-03-17,O+,26,,
2025-03-17,A+,24,,
2025-03-17,B+,10,,
2025-03-17,O-,7,,
2025-03-17,A-,5,,
2025-03-17,B-,4,,
2025-03-17,AB+,3,,
2025-03-17,AB-,1,,
2025-03-18,O+,30,,
2025-03-18,A+,22,,
2025-03-18,B+,12,,
2025-03-18,O-,12,,
2025-03-18,A-,8,,
2025-03-18,B-,5,,
2025-03-18,AB+,2,,
2025-03-18,AB-,1,,
2025-03-19,O+,33,,
2025-03-19,A+,25,,
2025-03-19,B+,17,,
2025-03-19,O-,11,,
2025-03-19,A-,7,,
2025-03-19,B-,4,,
2025-03-19,AB+,3,,
2025-03-19,AB-,1,,
2025-03-20,O+,30,,
2025-03-20,A+,19,,
2025-03-20,B+,9,,
2025-03-20,O-,9,,
2025-03-20,A-,6,,
2025-03-20,B-,4,,
2025-03-20,AB+,1,,
2025-03-20,AB-,2,,
2025-03-21,O+,22,,
2025-03-21,A+,12,,
2025-03-21,B+,10,,
2025-03-21,O-,5,,
2025-03-21,A-,3,,
2025-03-21,B-,1,,
2025-03-21,AB+,3,,
2025-03-21,AB-,2,,
2025-03-22,O+,14,,
2025-03-22,A+,12,,
2025-03-22,B+,11,,
2025-03-22,O-,4,,
2025-03-22,A-,3,,
2025-03-22,B-,3,,
2025-03-22,AB+,2,,
2025-03-22,AB-,0,,
2025-03-23,O+,11,,
2025-03-23,A+,11,,
2025-03-23,B+,9,,
2025-03-23,O-,6,,
2025-03-23,A-,2,,
2025-03-23,B-,1,,
2025-03-23,AB+,1,,
2025-03-23,AB-,1,,
2025-03-24,O+,31,,
2025-03-24,A+,17,,
2025-03-24,B+,11,,
2025-03-24,O-,6,,
2025-03-24,A-,8,,
2025-03-24,B-,3,,
2025-03-24,AB+,2,,
2025-03-24,AB-,1,,
2025-03-25,O+,23,,
2025-03-25,A+,25,,
2025-03-25,B+,13,,
2025-03-25,O-,8,,
2025-03-25,A-,6,,
2025-03-25,B-,3,,
2025-03-25,AB+,3,,
2025-03-25,AB-,0,,
2025-03-26,O+,28,,
2025-03-26,A+,22,,
2025-03-26,B+,13,,
2025-03-26,O-,9,,
2025-03-26,A-,6,,
2025-03-26,B-,6,,
2025-03-26,AB+,5,,
2025-03-26,AB-,1,,
2025-03-27,O+,31,,
2025-03-27,A+,21,,
2025-03-27,B+,12,,
2025-03-27,O-,8,,
2025-03-27,A-,7,,
2025-03-27,B-,5,,
2025-03-27,AB+,2,,
2025-03-27,AB-,1,,
2025-03-28,O+,19,,
2025-03-28,A+,14,,
2025-03-28,B+,10,,
2025-03-28,O-,4,,
2025-03-28,A-,5,,
2025-03-28,B-,5,,
2025-03-28,AB+,3,,
2025-03-28,AB-,0,,
2025-03-29,O+,20,,
2025-03-29,A+,15,,
2025-03-29,B+,8,,
2025-03-29,O-,5,,
2025-03-29,A-,4,,
2025-03-29,B-,2,,
2025-03-29,AB+,2,,
2025-03-29,AB-,1,,
2025-03-30,O+,24,,
2025-03-30,A+,12,,
2025-03-30,B+,9,,
2025-03-30,O-,9,,
2025-03-30,A-,7,,
2025-03-30,B-,4,,
2025-03-30,AB+,4,,
2025-03-30,AB-,2,,
2025-03-31,O+,27,,
2025-03-31,A+,16,,
2025-03-31,B+,13,,
2025-03-31,O-,7,,
2025-03-31,A-,7,,
2025-03-31,B-,6,,
2025-03-31,AB+,4,,
2025-03-31,AB-,0,,
2025-04-01,O+,30,,
2025-04-01,A+,21,,
2025-04-01,B+,13,,
2025-04-01,O-,13,,
2025-04-01,A-,9,,
2025-04-01,B-,5,,
2025-04-01,AB+,4,,
2025-04-01,AB-,1,,
2025-04-02,O+,37,,
2025-04-02,A+,34,,
2025-04-02,B+,19,,
2025-04-02,O-,9,,
2025-04-02,A-,10,,
2025-04-02,B-,4,,
2025-04-02,AB+,4,,
2025-04-02,AB-,0,,
2025-04-03,O+,34,,
2025-04-03,A+,23,,
2025-04-03,B+,14,,
2025-04-03,O-,9,,
2025-04-03,A-,9,,
2025-04-03,B-,5,,
2025-04-03,AB+,5,,
2025-04-03,AB-,3,,
2025-04-04,O+,28,,
2025-04-04,A+,23,,
2025-04-04,B+,11,,
2025-04-04,O-,8,,
2025-04-04,A-,5,,
2025-04-04,B-,5,,
2025-04-04,AB+,4,,
2025-04-04,AB-,2,,
2025-04-05,O+,22,,
2025-04-05,A+,21,,
2025-04-05,B+,10,,
2025-04-05,O-,6,,
2025-04-05,A-,6,,
2025-04-05,B-,4,,
2025-04-05,AB+,5,,
2025-04-05,AB-,2,,
2025-04-06,O+,20,,
2025-04-06,A+,16,,
2025-04-06,B+,9,,
2025-04-06,O-,8,,
2025-04-06,A-,5,,
2025-04-06,B-,5,,
2025-04-06,AB+,3,,
2025-04-06,AB-,2,,
2025-04-07,O+,32,,
2025-04-07,A+,27,,
2025-04-07,B+,13,,
2025-04-07,O-,10,,
2025-04-07,A-,7,,
2025-04-07,B-,5,,
2025-04-07,AB+,4,,
2025-04-07,AB-,2,,
2025-04-08,O+,37,,
2025-04-08,A+,34,,
2025-04-08,B+,19,,
2025-04-08,O-,15,,
2025-04-08,A-,6,,
2025-04-08,B-,6,,
2025-04-08,AB+,6,,
2025-04-08,AB-,0,,
2025-04-09,O+,47,,
2025-04-09,A+,33,,
2025-04-09,B+,16,,
2025-04-09,O-,14,,
2025-04-09,A-,9,,
2025-04-09,B-,6,,
2025-04-09,AB+,6,,
2025-04-09,AB-,1,,
2025-04-10,O+,31,,
2025-04-10,A+,35,,
2025-04-10,B+,19,,
2025-04-10,O-,11,,
2025-04-10,A-,8,,
2025-04-10,B-,5,,
2025-04-10,AB+,6,,
2025-04-10,AB-,0,,
2025-04-11,O+,22,,
2025-04-11,A+,25,,
2025-04-11,B+,12,,
2025-04-11,O-,9,,
2025-04-11,A-,7,,
2025-04-11,B-,4,,
2025-04-11,AB+,1,,
2025-04-11,AB-,1,,
2025-04-12,O+,26,,
2025-04-12,A+,24,,
2025-04-12,B+,10,,
2025-04-12,O-,7,,
2025-04-12,A-,6,,
2025-04-12,B-,4,,
2025-04-12,AB+,3,,
2025-04-12,AB-,0,,
2025-04-13,O+,21,,
2025-04-13,A+,19,,
2025-04-13,B+,8,,
2025-04-13,O-,7,,
2025-04-13,A-,7,,
2025-04-13,B-,3,,
2025-04-13,AB+,1,,
2025-04-13,AB-,0,,
2025-04-14,O+,28,,
2025-04-14,A+,21,,
2025-04-14,B+,12,,
2025-04-14,O-,9,,
2025-04-14,A-,7,,
2025-04-14,B-,5,,
2025-04-14,AB+,4,,
2025-04-14,AB-,0,,
2025-04-15,O+,31,,
2025-04-15,A+,26,,
2025-04-15,B+,16,,
2025-04-15,O-,12,,
2025-04-15,A-,7,,
2025-04-15,B-,5,,
2025-04-15,AB+,6,,
2025-04-15,AB-,2,,
2025-04-16,O+,28,,
2025-04-16,A+,26,,
2025-04-16,B+,14,,
2025-04-16,O-,9,,
2025-04-16,A-,7,,
2025-04-16,B-,5,,
2025-04-16,AB+,6,,
2025-04-16,AB-,2,,
2025-04-17,O+,34,,
2025-04-17,A+,26,,
2025-04-17,B+,13,,
2025-04-17,O-,10,,
2025-04-17,A-,7,,
2025-04-17,B-,3,,
2025-04-17,AB+,2,,
2025-04-17,AB-,2,,
2025-04-18,O+,16,,
2025-04-18,A+,18,,
2025-04-18,B+,11,,
2025-04-18,O-,8,,
2025-04-18,A-,5,,
2025-04-18,B-,2,,
2025-04-18,AB+,3,,
2025-04-18,AB-,1,,
2025-04-19,O+,13,,
2025-04-19,A+,7,,
2025-04-19,B+,9,,
2025-04-19,O-,3,,
2025-04-19,A-,2,,
2025-04-19,B-,4,,
2025-04-19,AB+,1,,
2025-04-19,AB-,0,,
2025-04-20,O+,18,,
2025-04-20,A+,14,,
2025-04-20,B+,6,,
2025-04-20,O-,5,,
2025-04-20,A-,5,,
2025-04-20,B-,3,,
2025-04-20,AB+,2,,
2025-04-20,AB-,0,,
2025-04-21,O+,20,,
2025-04-21,A+,21,,
2025-04-21,B+,9,,
2025-04-21,O-,6,,
2025-04-21,A-,6,,
2025-04-21,B-,4,,
2025-04-21,AB+,3,,
2025-04-21,AB-,0,,
2025-04-22,O+,30,,
2025-04-22,A+,27,,
2025-04-22,B+,15,,
2025-04-22,O-,7,,
2025-04-22,A-,9,,
2025-04-22,B-,3,,
2025-04-22,AB+,2,,
2025-04-22,AB-,1,,
2025-04-23,O+,28,,
2025-04-23,A+,24,,
2025-04-23,B+,16,,
2025-04-23,O-,10,,
2025-04-23,A-,6,,
2025-04-23,B-,5,,
2025-04-23,AB+,4,,
2025-04-23,AB-,2,,
2025-04-24,O+,30,,
2025-04-24,A+,23,,
2025-04-24,B+,13,,
2025-04-24,O-,7,,
2025-04-24,A-,5,,
2025-04-24,B-,4,,
